Symbol,Security_x,GICS Sector,GICS Sub-Industry,US HQ City,US HQ State,Date Added S&P500,CIK,Founded,Filing Accession No.,Filing Date No.,Fiscal Year,Source Form,Revenue (Millions USD),Net Income (Millions USD),Total Liabilities (Millions USD),Total Shareholders Equity (Millions USD),Cash Flow from Operating (Millions USD),Debt-to-Equity Ratio (%),Debt-to-Equity Ratio (%) Category,Last Adjusted Close 2023 (USD),Total Return 2023 (USD),Rolling 3-Year Beta vs. SP500,Annual Volatility,Annual Volatility Category,Mean Daily Volume,State FIPS,Population Total,Median Household Income,Median Household Income Category,Unemployment Rate (%),Education Age 25+ Total,Education Level < 9th Grade,Education Level < 9th Grade (%),Education Level 9 - 12th Grad No Diploma,Education Level 9 - 12th Grad No Diploma (%),Education Level High School Graduate,Education Level High School Graduate (%),Education Level Some College No Degree,Education Level Some College No Degree (%),Education Level Associates Degree,Education Level Associates Degree (%),Education Level Bachelors,Education Level Bachelors (%),Education Level Graduate & Professional,Education Level Graduate & Professional (%),State,Median Earnings All Workers Age 25+ (USD),Median Earnings Less Than High School Diploma (USD),Median Earnings High School Diploma (USD),Median Earnings Some College or Associates (USD),Median Earnings Bachelors (USD),Median Earnings Graduate & Professional (USD),SeriesID,Sector Inflation Rate (YoY),Sector Inflation Rate (YoY) Category,US CPI (Annualized),US Consumer Inflation (Mean),US Market Volatility (Mean),Effective Fed Funds Rate (Mean)
HCA,HCA Healthcare,Health Care,Health Care Facilities,Nashville,Tennessee,2015-01-27,0000860730,1968,0000950170-24-016524,2024-02-16,2023,10-K,64968.0,5242.0,56211.0,-1774.0,9431.0,-31.68602029,Negative,266.9789123535156,0.1231366248713285,0.9406066660279644,0.2174887434454461,Medium,1303054.4,47,7126489,67631,Medium,3.963759530266556,4931967,79187,1.6055865742816204,22074,0.4475699046648123,35341,0.7165700824843313,111244,2.25557064757327,69931,1.4179129746812986,86898,1.7619339302148616,1611466,32.673900697226884,47,47036,30634,37693,42844,61189,74239,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,Atlanta,Georgia,1988-03-31,0000354950,1978,0000354950-24-000062,2024-03-13,2023,10-K,157403.0,17105.0,74883.0,1562.0,14615.0,47.94046095,High,332.17108154296875,0.1275155646630406,0.9293409052059316,0.215213916590401,Medium,3659521.2,13,11029227,74632,Medium,4.422478233161034,7448119,149460,2.0066811499655146,40095,0.538323837,69882,0.9382503152809456,154841,2.0789275788960944,115913,1.5562721272310498,117459,1.5770290458570817,2102473,28.22824125124746,13,49406,31156,36820,43051,64185,81353,CPIRECNS,4.02,High,4.12,2.6,16.85,5.026
HIG,Hartford (The),Financials,Property & Casualty Insurance,Hartford,Connecticut,1957-03-04,0000874766,1810,0000874766-24-000016,2024-02-23,2023,10-K,5910.0,535.0,61453.0,15327.0,4220.0,4.009460429,High,77.99589538574219,0.092380865,0.7176980836720119,0.214548108334295,Medium,1725258.8,9,3617176,91665,High,4.594889379948432,2559922,39757,1.5530551321485575,15668,0.6120498983953417,22477,0.8780345651156559,38306,1.4963737176367091,21276,0.8311190731592604,29771,1.1629651215935486,697368,27.241767522604203,9,60473,32471,42120,49709,75975,91993,DIFSRG3A086NBEA,4.29,High,4.12,2.6,16.85,5.026
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,Newport News,Virginia,2018-01-03,0001501585,2011,0001501585-24-000007,2024-02-01,2023,10-K,11454.0,681.0,7122.0,4093.0,970.0,1.740043978,Moderate,249.4949188232422,0.1633454210253553,0.5374668269791132,0.2168046457365949,Medium,321104.4,51,8715698,89931,High,3.6726422496074296,6037339,100962,1.6722930416860806,23791,0.3940643386101062,46216,0.7655028150647164,93856,1.5545921804291591,78382,1.298287208983958,76836,1.272679900863609,1548502,25.648750219260503,51,56944,32661,41061,47086,74468,99947,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Tysons Corner,Virginia,2017-06-19,0001585689,1919,0001585689-24-000027,2024-02-07,2023,10-K,10235.0,1141.0,17748.0,-2360.0,1946.0,-7.520338983,Negative,181.2734375,0.4621856506998127,1.103951424887118,0.2224127962093418,Medium,1674122.0,51,8715698,89931,High,3.6726422496074296,6037339,100962,1.6722930416860806,23791,0.3940643386101062,46216,0.7655028150647164,93856,1.5545921804291591,78382,1.298287208983958,76836,1.272679900863609,1548502,25.648750219260503,51,56944,32661,41061,47086,74468,99947,CPIRECNS,4.02,High,4.12,2.6,16.85,5.026
HOLX,Hologic,Health Care,Health Care Equipment,Marlborough,Massachusetts,2016-03-30,0000859737,1985,0000859737-23-000023,2023-11-21,2023,10-K,4030.4,456.0,9139.3,5016.9,1051.2,1.821702645,Moderate,71.44999694824219,-0.054268775,0.670972762,0.1992484379980522,Medium,1664577.6,25,7001399,99858,High,3.942813633891204,4975152,102903,2.0683388165828904,41076,0.8256230161410144,36667,0.7370026081615194,77115,1.5500028943839304,43796,0.8802947126037556,46015,0.9248963649753816,1215772,24.43688152643377,25,65055,32493,43761,51190,79985,99844,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
HON,Honeywell,Industrials,Industrial Conglomerates,Charlotte,North Carolina,1957-03-04,0000773840,1906,0000773840-24-000014,2024-02-16,2023,10-K,36662.0,5658.0,61525.0,15856.0,5340.0,3.880234612,High,202.14187622070312,0.000189354,0.817224524,0.1834521037407623,Medium,2790429.6,37,10835491,70804,Medium,4.032363126997053,7487552,118762,1.5861258793261137,34558,0.4615393656030702,68501,0.9148650987665928,150247,2.006623793731249,111314,1.4866541160582256,105374,1.4073224466421068,1948814,26.027385185438444,37,48491,30665,36723,41941,62338,77838,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",Houston,Texas,2015-11-02,0001645590,2015,0001645590-23-000117,2023-12-22,2023,10-K,29135.0,2025.0,57153.0,21182.0,4428.0,2.69818714,High,16.195825576782227,0.090341216,1.004183119966719,0.2865379713017851,Medium,11993972.8,48,30503301,75780,Medium,4.394172351,20029447,593529,2.9632820117300294,218681,1.0917974919627087,405985,2.026940633957593,539488,2.6934742631686235,259479,1.2954875888485589,301631,1.5059377325794363,5270493,26.313721991425925,48,50193,30388,37086,45447,66474,83517,CUSR0000SEEE,-2.03,Deflation,4.12,2.6,16.85,5.026
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",Palo Alto,California,1974-12-31,0000047217,1939,0000047217-23-000100,2023-12-18,2023,10-K,53718.0,3263.0,37004.0,-1069.0,3571.0,-34.61552853,Negative,28.204256057739254,0.1660831579731796,1.186148442072225,0.2490422572554296,Medium,7289027.6,6,38965193,95521,High,5.516376425939725,26969649,1031981,3.826453210421834,389392,1.443815601752919,685526,2.5418424985805337,622176,2.3069488223595345,269377,0.9988153720502628,334480,1.2402089474727684,6266484,23.235319080348432,6,54363,31490,40803,49673,78278,104353,CUSR0000SEEE,-2.03,Deflation,4.12,2.6,16.85,5.026
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,Austin,Minnesota,2009-03-04,0000048465,1891,0000048465-23-000083,2023-12-06,2023,10-K,12110.01,793.57,13448.77,7734.89,1047.85,1.738715095,Moderate,30.112628936767575,-0.278072216,0.209633038891505,0.2184033638098431,Medium,2406670.4,27,5737915,85086,High,3.042486024857068,3941575,61230,1.5534399320068752,8058,0.2044360439671958,10795,0.2738752909687117,35938,0.9117675041068608,24105,0.6115575626494485,33839,0.8585146800454133,969536,24.59767986147669,27,56612,36832,42435,50406,71254,83613,CUUR0000SAF11,5.02,High,4.12,2.6,16.85,5.026
HSIC,Henry Schein,Health Care,Health Care Distributors,Melville,New York,2015-03-17,0001000228,1932,0001000228-24-000011,2024-02-28,2023,10-K,12339.0,416.0,5420.0,3655.0,500.0,1.482900137,Moderate,75.70999908447266,-0.04886934,0.6639404988895831,0.2290043646760088,Medium,938363.6,36,19571216,82095,High,5.012532493757498,13885155,409137,2.946578558179581,116055,0.8358207020375357,151601,1.0918207250837315,278007,2.002188668401613,162577,1.170869176469402,177772,1.2803025965500563,3692296,26.59168010728004,36,55643,30707,39771,47596,74504,91457,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,Bethesda,Maryland,2007-03-20,0001070750,1993,0001070750-24-000081,2024-02-28,2023,10-K,5311.0,740.0,5417.0,6633.0,1441.0,0.816674205,Low,18.04380416870117,0.2856677969989918,1.1426048776046116,0.2794536469067388,Medium,6983196.4,24,6180253,98678,High,3.974385377,4297439,97262,2.2632549292729927,18530,0.4311870395368032,37101,0.8633281356640549,60649,1.4112823940025676,44629,1.038502233539557,38631,0.8989307352588367,1108557,25.79575882287102,24,61901,36146,42778,52094,76748,101230,"CUUR0000SEHA, CUUR0000SEHC",7.71,High,4.12,2.6,16.85,5.026
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,Hershey,Pennsylvania,1957-03-04,0000047111,1894,0000047111-24-000009,2024-02-20,2023,10-K,11164.99,1861.79,7803.85,4099.09,2323.19,1.9038006,Moderate,176.73475646972656,-0.161989698,0.3279905604084701,0.1722907639416551,Medium,1227385.2,42,12961683,73824,Medium,4.238358097650372,9171006,124489,1.357419240593671,21923,0.2390468395724526,38000,0.4143493091161428,148416,1.6183175542574064,110152,1.2010896078358253,125673,1.3703294927513952,3181388,34.68962946922072,42,51475,32598,40336,46281,65678,83961,CUUR0000SAF11,5.02,High,4.12,2.6,16.85,5.026
HUM,Humana,Health Care,Managed Health Care,Louisville,Kentucky,2012-12-10,0000049071,1961,0000049071-24-000012,2024-02-15,2023,10-K,106374.0,2489.0,30747.0,16262.0,3981.0,1.890726848,Moderate,447.9810180664063,-0.078323447,0.4462954462032829,0.2750663750986719,Medium,1200565.2,21,4526154,61118,Medium,4.112882052,3107275,44902,1.4450603824894803,10359,0.3333789252640979,20478,0.6590340410810115,92295,2.9702874705328624,57678,1.856224505394598,56047,1.8037347836931072,1069626,34.42328084897539,21,45640,27658,36636,42365,60185,67332,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,Pittsburgh,Pennsylvania,2016-10-21,0000004281,1888,0000004281-24-000007,2024-02-13,2023,10-K,6640.0,765.0,6391.0,4037.0,901.0,1.583106267,Moderate,53.84348678588867,0.3907561878428487,1.094192272426498,0.2240056304279344,Medium,2666908.8,42,12961683,73824,Medium,4.238358097650372,9171006,124489,1.357419240593671,21923,0.2390468395724526,38000,0.4143493091161428,148416,1.6183175542574064,110152,1.2010896078358253,125673,1.3703294927513952,3181388,34.68962946922072,42,51475,32598,40336,46281,65678,83961,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
IBKR,Interactive Brokers,Financials,Investment Banking & Brokerage,Greenwich,Connecticut,2025-08-28,0001381197,1977,0001381197-24-000083,2024-02-27,2023,10-K,1557.0,2812.0,114356.0,3584.0,4544.0,31.90736607,High,20.35885429382324,0.1755718271662425,0.9176595701518884,0.2853026852901475,Medium,4189161.6,9,3617176,91665,High,4.594889379948432,2559922,39757,1.5530551321485575,15668,0.6120498983953417,22477,0.8780345651156559,38306,1.4963737176367091,21276,0.8311190731592604,29771,1.1629651215935486,697368,27.241767522604203,9,60473,32471,42120,49709,75975,91993,DIFSRG3A086NBEA,4.29,High,4.12,2.6,16.85,5.026
IBM,IBM,Information Technology,IT Consulting & Other Services,Armonk,New York,1957-03-04,0000051143,1911,0000051143-24-000012,2024-02-26,2023,10-K,61860.0,7502.0,112628.0,22533.0,13931.0,4.998357964,High,154.71673583984375,0.2128063633509263,0.5232094790075202,0.1580413711149981,Medium,4456105.2,36,19571216,82095,High,5.012532493757498,13885155,409137,2.946578558179581,116055,0.8358207020375357,151601,1.0918207250837315,278007,2.002188668401613,162577,1.170869176469402,177772,1.2803025965500563,3692296,26.59168010728004,36,55643,30707,39771,47596,74504,91457,CUSR0000SEEE,-2.03,Deflation,4.12,2.6,16.85,5.026
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,Atlanta,Georgia,2007-09-26,0001571949,2000,0001571949-24-000007,2024-02-08,2023,10-K,9903.0,2368.0,110298.0,25717.0,3542.0,4.288913948,High,125.81568908691406,0.2633572321124391,0.8041889273386539,0.1842739249328173,Medium,2516644.8,13,11029227,74632,Medium,4.422478233161034,7448119,149460,2.0066811499655146,40095,0.538323837,69882,0.9382503152809456,154841,2.0789275788960944,115913,1.5562721272310498,117459,1.5770290458570817,2102473,28.22824125124746,13,49406,31156,36820,43051,64185,81353,DIFSRG3A086NBEA,4.29,High,4.12,2.6,16.85,5.026
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,Westbrook,Maine,2017-01-05,0000874716,1983,0000874716-24-000057,2024-02-22,2023,10-K,3660.95,845.04,1775.39,1484.53,906.51,1.195927331,Moderate,555.0499877929688,0.3670844916197489,1.302017134202636,0.3078162508353499,High,468682.0,23,1395722,73733,Medium,3.168814417142287,1039460,7220,0.6945914224693591,1063,0.1022646374078848,2005,0.1928886152425298,15206,1.462874954303196,8651,0.8322590575875934,7077,0.6808342793373483,316919,30.48881149827795,23,49548,36005,40817,45440,55592,72693,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,Lake Forest,Illinois,2019-08-09,0000832101,1988,0000832101-24-000009,2024-02-22,2023,10-K,3273.9,596.1,2324.0,3541.4,716.7,0.656237646,Low,212.0468292236328,-0.042840507,0.8316238402226815,0.2095999043940411,Medium,472203.6,17,12549689,80306,High,4.719960871,8710996,187043,2.147205669707574,41063,0.4713927087097732,94774,1.0879812136293026,129093,1.4819545319501926,85402,0.980393057,116112,1.3329359811438326,2373516,27.24735495229248,17,53090,34096,40285,46555,71127,86416,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,New York City,New York,1976-03-31,0000051253,1889,0000051253-24-000006,2024-02-28,2023,10-K,11479.0,-2563.0,30978.0,14611.0,1439.0,2.120183423,High,78.22518920898438,-0.200829761,0.9790984090294226,0.3856131235268298,High,2093102.0,36,19571216,82095,High,5.012532493757498,13885155,409137,2.946578558179581,116055,0.8358207020375357,151601,1.0918207250837315,278007,2.002188668401613,162577,1.170869176469402,177772,1.2803025965500563,3692296,26.59168010728004,36,55643,30707,39771,47596,74504,91457,CUSR0000SACL1E,0.88,High,4.12,2.6,16.85,5.026
ILMN,Illumina,Health Care,Life Sciences Tools & Services,San Diego,California,2015-11-19,0001110803,1998,0001110803-24-000010,2024-02-16,2023,10-K,4584.0,-4404.0,10111.0,5745.0,392.0,1.759965187,Moderate,135.4474639892578,-0.306815394,1.378338288002131,0.4767288960949495,High,1775526.672,6,38965193,95521,High,5.516376425939725,26969649,1031981,3.826453210421834,389392,1.443815601752919,685526,2.5418424985805337,622176,2.3069488223595345,269377,0.9988153720502628,334480,1.2402089474727684,6266484,23.235319080348432,6,54363,31490,40803,49673,78278,104353,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
INCY,Incyte,Health Care,Biotechnology,Wilmington,Delaware,2017-02-28,0000879169,1991,0000879169-24-000045,2024-02-13,2023,10-K,3695.65,597.6,1592.27,5189.84,496.49,0.306805219,Low,62.790000915527344,-0.210685122,0.5910387988452243,0.2455959230877984,Medium,1792508.8,10,1031890,81361,High,3.4631073406314066,731427,11160,1.5257845280526972,3557,0.486309638555864,3805,0.5202159614014796,12754,1.743714683762016,7551,1.0323654992227522,10069,1.3766240513407353,222281,30.390045759863938,10,51089,31982,38872,46422,64157,84475,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
INTC,Intel,Information Technology,Semiconductors,Santa Clara,California,1976-12-31,0000050863,1968,0000050863-24-000010,2024-01-26,2023,10-K,54228.0,1689.0,191572.0,105590.0,11471.0,1.814300597,Moderate,49.58590316772461,0.92378744376036,1.266006455614198,0.3850994801930488,High,41837428.8,6,38965193,95521,High,5.516376425939725,26969649,1031981,3.826453210421834,389392,1.443815601752919,685526,2.5418424985805337,622176,2.3069488223595345,269377,0.9988153720502628,334480,1.2402089474727684,6266484,23.235319080348432,6,54363,31490,40803,49673,78278,104353,CUSR0000SEEE,-2.03,Deflation,4.12,2.6,16.85,5.026
INTU,Intuit,Information Technology,Application Software,Mountain View,California,2000-12-05,0000896878,1983,0000896878-24-000039,2024-09-04,2023,10-K,14368.0,2384.0,10511.0,17269.0,5046.0,0.608662922,Low,618.3655395507812,0.6094616247898974,1.6077221749122004,0.2924895263516109,Medium,1551969.2,6,38965193,95521,High,5.516376425939725,26969649,1031981,3.826453210421834,389392,1.443815601752919,685526,2.5418424985805337,622176,2.3069488223595345,269377,0.9988153720502628,334480,1.2402089474727684,6266484,23.235319080348432,6,54363,31490,40803,49673,78278,104353,CUSR0000SEEE,-2.03,Deflation,4.12,2.6,16.85,5.026
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,Dallas,Texas,2022-09-19,0001687229,2012,0001687229-24-000013,2024-02-21,2023,10-K,2432.28,519.47,9030.53,10155.97,1107.09,0.889184391,Low,32.11298370361328,0.2126864223030353,0.8342731106659149,0.23473952,Medium,2950141.6,48,30503301,75780,Medium,4.394172351,20029447,593529,2.9632820117300294,218681,1.0917974919627087,405985,2.026940633957593,539488,2.6934742631686235,259479,1.2954875888485589,301631,1.5059377325794363,5270493,26.313721991425925,48,50193,30388,37086,45447,66474,83517,"CUUR0000SEHA, CUUR0000SEHC",7.71,High,4.12,2.6,16.85,5.026
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,Memphis,Tennessee,1957-03-04,0000051434,1898,0000051434-24-000024,2024-02-16,2023,10-K,18916.0,288.0,23261.0,8355.0,1833.0,2.784081388,High,33.70502471923828,0.077780742,0.7643740207315096,0.2724963370125778,Medium,3105182.4,47,7126489,67631,Medium,3.963759530266556,4931967,79187,1.6055865742816204,22074,0.4475699046648123,35341,0.7165700824843313,111244,2.25557064757327,69931,1.4179129746812986,86898,1.7619339302148616,1611466,32.673900697226884,47,47036,30634,37693,42844,61189,74239,CUSR0000SACL1E,0.88,High,4.12,2.6,16.85,5.026
IPG,Interpublic Group of Companies (The),Communication Services,Advertising,New York City,New York,1992-10-01,0000051644,1930,0000051644-24-000013,2024-02-20,2023,10-K,10889.3,1098.4,15221.2,3942.6,554.7,3.86070106,High,30.1169548034668,0.001714783,1.0494717479864497,0.2799540755578826,Medium,4107100.8,36,19571216,82095,High,5.012532493757498,13885155,409137,2.946578558179581,116055,0.8358207020375357,151601,1.0918207250837315,278007,2.002188668401613,162577,1.170869176469402,177772,1.2803025965500563,3692296,26.59168010728004,36,55643,30707,39771,47596,74504,91457,CUUR0000SEED,0.58,High,4.12,2.6,16.85,5.026
IQV,IQVIA,Health Care,Life Sciences Tools & Services,Durham,North Carolina,2017-08-29,0001478242,1982,0001478242-24-000038,2024-02-15,2023,10-K,14984.0,1358.0,20569.0,6112.0,2149.0,3.365346859,High,231.3800048828125,0.1349946246937445,1.1511265605185377,0.2578577649331627,Medium,1094931.2,37,10835491,70804,Medium,4.032363126997053,7487552,118762,1.5861258793261137,34558,0.4615393656030702,68501,0.9148650987665928,150247,2.006623793731249,111314,1.4866541160582256,105374,1.4073224466421068,1948814,26.027385185438444,37,48491,30665,36723,41941,62338,77838,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,Davidson,North Carolina,2020-03-03,0001699150,1859,0001628280-24-006642,2024-02-23,2023,10-K,6876.1,778.7,5716.8,9783.8,1377.4,0.584312844,Low,77.21744537353516,0.4610886368418336,1.1519784515623883,0.2454831066708795,Medium,2416634.0,37,10835491,70804,Medium,4.032363126997053,7487552,118762,1.5861258793261137,34558,0.4615393656030702,68501,0.9148650987665928,150247,2.006623793731249,111314,1.4866541160582256,105374,1.4073224466421068,1948814,26.027385185438444,37,48491,30665,36723,41941,62338,77838,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
IRM,Iron Mountain,Real Estate,Other Specialized REITs,Boston,Massachusetts,2009-01-06,0001020569,1951,0001020569-24-000040,2024-02-22,2023,10-K,5480.29,187.26,17473.8,211.65,1113.57,82.55988661,High,66.36035156,0.4705830437980269,0.8430778406637782,0.2230007750249663,Medium,1451089.2,25,7001399,99858,High,3.942813633891204,4975152,102903,2.0683388165828904,41076,0.8256230161410144,36667,0.7370026081615194,77115,1.5500028943839304,43796,0.8802947126037556,46015,0.9248963649753816,1215772,24.43688152643377,25,65055,32493,43761,51190,79985,99844,"CUUR0000SEHA, CUUR0000SEHC",7.71,High,4.12,2.6,16.85,5.026
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,Sunnyvale,California,2008-06-02,0001035267,1995,0001035267-24-000021,2024-01-31,2023,10-K,7124.1,1798.0,2044.2,13307.6,1813.8,0.15361147,Low,337.3599853515625,0.2700371913948312,1.353210373057793,0.2889488776582008,Medium,1742184.0,6,38965193,95521,High,5.516376425939725,26969649,1031981,3.826453210421834,389392,1.443815601752919,685526,2.5418424985805337,622176,2.3069488223595345,269377,0.9988153720502628,334480,1.2402089474727684,6266484,23.235319080348432,6,54363,31490,40803,49673,78278,104353,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
IT,Gartner,Information Technology,IT Consulting & Other Services,Stamford,Connecticut,2017-04-05,0000749251,1979,0000749251-24-000006,2024-02-15,2023,10-K,5906.96,882.47,7155.28,680.63,1155.74,10.51273085,High,451.1099853515625,0.3366618222907362,1.100421623335815,0.2565188092888388,Medium,480119.2,9,3617176,91665,High,4.594889379948432,2559922,39757,1.5530551321485575,15668,0.6120498983953417,22477,0.8780345651156559,38306,1.4963737176367091,21276,0.8311190731592604,29771,1.1629651215935486,697368,27.241767522604203,9,60473,32471,42120,49709,75975,91993,CUSR0000SEEE,-2.03,Deflation,4.12,2.6,16.85,5.026
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,Glenview,Illinois,1986-02-28,0000049826,1912,0000049826-24-000008,2024-02-09,2023,10-K,16107.0,2957.0,15518.0,3013.0,3539.0,5.15034849,High,252.9371490478516,0.215531699,0.8557110544332698,0.2046244794695531,Medium,1069022.0,17,12549689,80306,High,4.719960871,8710996,187043,2.147205669707574,41063,0.4713927087097732,94774,1.0879812136293026,129093,1.4819545319501926,85402,0.980393057,116112,1.3329359811438326,2373516,27.24735495229248,17,53090,34096,40285,46555,71127,86416,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
IVZ,Invesco,Financials,Asset Management & Custody Banks,Atlanta,Georgia,2008-08-21,0000914208,1935,0000914208-24-000219,2024-02-21,2023,10-K,5716.4,-333.7,13017.8,14597.6,1300.8,0.89177673,Low,16.39136505126953,0.0286285466997253,1.5090081307529195,0.3201567942922244,High,4843194.0,13,11029227,74632,Medium,4.422478233161034,7448119,149460,2.0066811499655146,40095,0.538323837,69882,0.9382503152809456,154841,2.0789275788960944,115913,1.5562721272310498,117459,1.5770290458570817,2102473,28.22824125124746,13,49406,31156,36820,43051,64185,81353,DIFSRG3A086NBEA,4.29,High,4.12,2.6,16.85,5.026
J,Jacobs Solutions,Industrials,Construction & Engineering,Dallas,Texas,2007-10-26,0000052988,1947,0000052988-24-000065,2024-11-25,2023,10-K,2810.23,171.61,14617.11,6546.22,974.76,2.232908457,High,105.7299575805664,0.079245379,0.9211450135733252,0.2286188620415235,Medium,813457.416,48,30503301,75780,Medium,4.394172351,20029447,593529,2.9632820117300294,218681,1.0917974919627087,405985,2.026940633957593,539488,2.6934742631686235,259479,1.2954875888485589,301631,1.5059377325794363,5270493,26.313721991425925,48,50193,30388,37086,45447,66474,83517,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,Lowell,Arkansas,2015-07-01,0000728535,1961,0001437749-24-005368,2024-02-23,2023,10-K,12829.67,728.29,4434.5,4103.76,1744.62,1.080594382,Moderate,196.1055908203125,0.1676602215069749,0.9427470134853768,0.2591536097493184,Medium,744412.0,5,3067732,58700,Medium,4.160218942756753,2078254,29677,1.4279775234403496,9193,0.4423424663202862,20417,0.9824111970914046,52184,2.5109539065003603,32080,1.5436034286473164,42999,2.068996378690959,747078,35.947386604332294,5,42469,30687,36012,40728,56314,70510,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
JCI,Johnson Controls,Industrials,Building Products,Glendale,Wisconsin,2010-08-27,0000833444,1885,0000833444-23-000048,2023-12-14,2023,10-K,26793.0,1849.0,42242.0,16545.0,2221.0,2.553158054,High,56.0044174194336,-0.086845973,0.9989349564508296,0.2598624449131379,Medium,4259803.6,55,5910955,74631,Medium,2.766320236,4116216,46095,1.1198391921123672,10237,0.2486992908049529,16255,0.3949015309206319,43932,1.0672909293389852,33467,0.8130525706133982,45314,1.1008654550684414,1278338,31.056144769856587,55,51525,35394,41604,48610,64320,76254,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,Monett,Missouri,2018-11-13,0000779152,1976,0000779152-24-000079,2024-08-26,2023,10-K,2077.7,366.65,1165.32,1608.51,381.56,0.724471716,Low,159.72799682617188,-0.059492844,0.6893199551046252,0.2707148703256507,Medium,591894.8,29,6196156,68545,Medium,3.4240465272622247,4255810,50627,1.1895972799537573,6661,0.1565154459433104,14444,0.3393948508039597,74503,1.7506185661483948,64882,1.524551143025652,64608,1.518112885678637,1314700,30.891886620878285,29,47569,31777,37420,43300,61418,72423,DIFSRG3A086NBEA,4.29,High,4.12,2.6,16.85,5.026
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,New Brunswick,New Jersey,1973-06-30,0000200406,1886,0000200406-24-000013,2024-02-16,2023,10-K,79990.0,17941.0,98784.0,68774.0,21194.0,1.436356763,Moderate,148.35348510742188,-0.093684846,0.3254955103140179,0.1655179068513552,Medium,11198728.0,34,9290841,99781,High,4.731033422838887,6511081,136763,2.100465345155436,48745,0.7486468068819908,68540,1.0526669841766674,96268,1.4785256088812289,53909,0.8279577538660632,70111,1.0767950821069496,1772009,27.215281149167087,34,61141,33066,41528,50275,80114,101149,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
JPM,JPMorgan Chase,Financials,Diversified Banks,New York City,New York,1975-06-30,0000019617,1799,0000019617-24-000225,2024-02-16,2023,10-K,158104.0,49552.0,3547515.0,327878.0,12974.0,10.81961888,High,163.47984313964844,0.296406173947582,0.872213481,0.2077681454341,Medium,10746045.2,36,19571216,82095,High,5.012532493757498,13885155,409137,2.946578558179581,116055,0.8358207020375357,151601,1.0918207250837315,278007,2.002188668401613,162577,1.170869176469402,177772,1.2803025965500563,3692296,26.59168010728004,36,55643,30707,39771,47596,74504,91457,DIFSRG3A086NBEA,4.29,High,4.12,2.6,16.85,5.026
K,Kellanova,Consumer Staples,Packaged Foods & Meats,Chicago,Illinois,1989-09-11,0000055067,1906,0001628280-24-005583,2024-02-20,2023,10-K,3342.0,298.0,15621.0,3175.0,1645.0,4.92,High,52.93749237060547,-0.131845751,0.1690106486045223,0.1732061338944374,Medium,2563314.824,17,12549689,80306,High,4.719960871,8710996,187043,2.147205669707574,41063,0.4713927087097732,94774,1.0879812136293026,129093,1.4819545319501926,85402,0.980393057,116112,1.3329359811438326,2373516,27.24735495229248,17,53090,34096,40285,46555,71127,86416,CUUR0000SAF11,5.02,High,4.12,2.6,16.85,5.026
